
Table - Node 201
          	          	Depth           
6         	11:10:00  	0.32            
6         	11:15:00  	0.33            
6         	11:20:00  	0.36            
6         	11:25:00  	0.40            
6         	11:30:00  	0.43            
6         	11:35:00  	0.44            
6         	11:40:00  	0.45            
6         	11:45:00  	0.46            
6         	11:50:00  	0.46            
6         	11:55:00  	0.46            
6         	12:00:00  	0.46            
6         	12:05:00  	0.46            
6         	12:10:00  	0.45            
6         	12:15:00  	0.45            
6         	12:20:00  	0.45            
6         	12:25:00  	0.45            
6         	12:30:00  	0.45            
6         	12:35:00  	0.45            
6         	12:40:00  	0.44            
6         	12:45:00  	0.44            
6         	12:50:00  	0.44            
6         	12:55:00  	0.44            
6         	13:00:00  	0.44            
6         	13:05:00  	0.44            
6         	13:10:00  	0.43            
6         	13:15:00  	0.43            
6         	13:20:00  	0.43            
6         	13:25:00  	0.43            
6         	13:30:00  	0.43            
6         	13:35:00  	0.43            
6         	13:40:00  	0.42            
6         	13:45:00  	0.42            
6         	13:50:00  	0.42            
6         	13:55:00  	0.42            
6         	14:00:00  	0.42            
6         	14:05:00  	0.42            
6         	14:10:00  	0.42            
6         	14:15:00  	0.41            
6         	14:20:00  	0.41            
6         	14:25:00  	0.41            
6         	14:30:00  	0.41            
6         	14:35:00  	0.41            
6         	14:40:00  	0.41            
6         	14:45:00  	0.41            
6         	14:50:00  	0.40            
6         	14:55:00  	0.40            
6         	15:00:00  	0.40            
6         	15:05:00  	0.40            
6         	15:10:00  	0.40            
6         	15:15:00  	0.40            
6         	15:20:00  	0.40            
6         	15:25:00  	0.40            
6         	15:30:00  	0.39            
6         	15:35:00  	0.40            
6         	15:40:00  	0.42            
6         	15:45:00  	0.44            
6         	15:50:00  	0.46            
6         	15:55:00  	0.47            
6         	16:00:00  	0.47            
6         	16:05:00  	0.47            
6         	16:10:00  	0.47            
6         	16:15:00  	0.47            
6         	16:20:00  	0.47            
6         	16:25:00  	0.47            
6         	16:30:00  	0.46            
6         	16:35:00  	0.46            
6         	16:40:00  	0.46            
6         	16:45:00  	0.46            
6         	16:50:00  	0.46            
6         	16:55:00  	0.45            
6         	17:00:00  	0.45            
6         	17:05:00  	0.45            
6         	17:10:00  	0.45            
6         	17:15:00  	0.45            
6         	17:20:00  	0.44            
6         	17:25:00  	0.44            
6         	17:30:00  	0.44            
6         	17:35:00  	0.44            
6         	17:40:00  	0.44            
6         	17:45:00  	0.44            
6         	17:50:00  	0.43            
6         	17:55:00  	0.43            
6         	18:00:00  	0.43            
6         	18:05:00  	0.43            
6         	18:10:00  	0.43            
6         	18:15:00  	0.43            
6         	18:20:00  	0.42            
6         	18:25:00  	0.42            
6         	18:30:00  	0.42            
6         	18:35:00  	0.42            
6         	18:40:00  	0.42            
6         	18:45:00  	0.42            
6         	18:50:00  	0.42            
6         	18:55:00  	0.41            
6         	19:00:00  	0.41            
6         	19:05:00  	0.41            
6         	19:10:00  	0.41            
6         	19:15:00  	0.41            
6         	19:20:00  	0.41            
6         	19:25:00  	0.41            
6         	19:30:00  	0.40            
6         	19:35:00  	0.40            
6         	19:40:00  	0.40            
6         	19:45:00  	0.40            
6         	19:50:00  	0.40            
6         	19:55:00  	0.40            
6         	20:00:00  	0.40            
6         	20:05:00  	0.39            
6         	20:10:00  	0.39            
6         	20:15:00  	0.39            
6         	20:20:00  	0.39            
6         	20:25:00  	0.39            
6         	20:30:00  	0.39            
6         	20:35:00  	0.39            
6         	20:40:00  	0.39            
6         	20:45:00  	0.38            
6         	20:50:00  	0.38            
6         	20:55:00  	0.38            
6         	21:00:00  	0.38            
6         	21:05:00  	0.38            
6         	21:10:00  	0.38            
6         	21:15:00  	0.38            
6         	21:20:00  	0.38            
6         	21:25:00  	0.37            
6         	21:30:00  	0.37            
6         	21:35:00  	0.37            
6         	21:40:00  	0.37            
6         	21:45:00  	0.37            
6         	21:50:00  	0.37            
6         	21:55:00  	0.37            
6         	22:00:00  	0.37            
6         	22:05:00  	0.37            
6         	22:10:00  	0.36            
6         	22:15:00  	0.36            
6         	22:20:00  	0.36            
6         	22:25:00  	0.36            
6         	22:30:00  	0.36            
6         	22:35:00  	0.36            
6         	22:40:00  	0.36            
6         	22:45:00  	0.36            
6         	22:50:00  	0.36            
6         	22:55:00  	0.35            
6         	23:00:00  	0.35            
6         	23:05:00  	0.35            
6         	23:10:00  	0.35            
6         	23:15:00  	0.35            
6         	23:20:00  	0.35            
6         	23:25:00  	0.35            
6         	23:30:00  	0.35            
6         	23:35:00  	0.35            
6         	23:40:00  	0.35            
6         	23:45:00  	0.34            
6         	23:50:00  	0.34            
6         	23:55:00  	0.34            
7         	00:00:00  	0.34            
7         	00:05:00  	0.34            
7         	00:10:00  	0.34            
7         	00:15:00  	0.34            
7         	00:20:00  	0.34            
7         	00:25:00  	0.34            
7         	00:30:00  	0.34            
7         	00:35:00  	0.34            
7         	00:40:00  	0.33            
7         	00:45:00  	0.33            
7         	00:50:00  	0.33            
7         	00:55:00  	0.33            
7         	01:00:00  	0.33            
7         	01:05:00  	0.33            
7         	01:10:00  	0.33            
7         	01:15:00  	0.33            
7         	01:20:00  	0.33            
7         	01:25:00  	0.33            
7         	01:30:00  	0.33            
7         	01:35:00  	0.33            
7         	01:40:00  	0.32            
7         	01:45:00  	0.32            
7         	01:50:00  	0.32            
7         	01:55:00  	0.32            
7         	02:00:00  	0.32            
7         	02:05:00  	0.32            
7         	02:10:00  	0.32            
7         	02:15:00  	0.32            
7         	02:20:00  	0.32            
7         	02:25:00  	0.32            
7         	02:30:00  	0.32            
7         	02:35:00  	0.32            
7         	02:40:00  	0.32            
7         	02:45:00  	0.31            
7         	02:50:00  	0.31            
7         	02:55:00  	0.31            
7         	03:00:00  	0.31            
7         	03:05:00  	0.31            
7         	03:10:00  	0.31            
7         	03:15:00  	0.31            
7         	03:20:00  	0.31            
7         	03:25:00  	0.31            
7         	03:30:00  	0.31            
7         	03:35:00  	0.31            
7         	03:40:00  	0.31            
7         	03:45:00  	0.31            
7         	03:50:00  	0.30            
7         	03:55:00  	0.30            
7         	04:00:00  	0.30            
7         	04:05:00  	0.30            
7         	04:10:00  	0.30            
7         	04:15:00  	0.30            
7         	04:20:00  	0.30            
7         	04:25:00  	0.30            
7         	04:30:00  	0.30            
7         	04:35:00  	0.30            
7         	04:40:00  	0.30            
7         	04:45:00  	0.30            
7         	04:50:00  	0.30            
7         	04:55:00  	0.30            
7         	05:00:00  	0.30            
7         	05:05:00  	0.29            
7         	05:10:00  	0.29            
7         	05:15:00  	0.29            
7         	05:20:00  	0.29            
7         	05:25:00  	0.29            
7         	05:30:00  	0.29            
7         	05:35:00  	0.29            
7         	05:40:00  	0.29            
7         	05:45:00  	0.29            
7         	05:50:00  	0.29            
7         	05:55:00  	0.29            
7         	06:00:00  	0.29            
7         	06:05:00  	0.29            
7         	06:10:00  	0.29            
7         	06:15:00  	0.29            
7         	06:20:00  	0.28            
7         	06:25:00  	0.28            
7         	06:30:00  	0.28            
7         	06:35:00  	0.28            
7         	06:40:00  	0.28            
7         	06:45:00  	0.28            
7         	06:50:00  	0.28            
7         	06:55:00  	0.28            
7         	07:00:00  	0.28            
7         	07:05:00  	0.28            
7         	07:10:00  	0.28            
7         	07:15:00  	0.28            
7         	07:20:00  	0.28            
7         	07:25:00  	0.28            
7         	07:30:00  	0.28            
7         	07:35:00  	0.28            
7         	07:40:00  	0.28            
7         	07:45:00  	0.27            
7         	07:50:00  	0.27            
7         	07:55:00  	0.27            
7         	08:00:00  	0.27            
7         	08:05:00  	0.27            
7         	08:10:00  	0.27            
7         	08:15:00  	0.27            
7         	08:20:00  	0.27            
7         	08:25:00  	0.27            
7         	08:30:00  	0.27            
7         	08:35:00  	0.27            
7         	08:40:00  	0.27            
7         	08:45:00  	0.27            
7         	08:50:00  	0.27            
7         	08:55:00  	0.27            
7         	09:00:00  	0.27            
7         	09:05:00  	0.27            
7         	09:10:00  	0.27            
7         	09:15:00  	0.27            
7         	09:20:00  	0.26            
7         	09:25:00  	0.26            
7         	09:30:00  	0.26            
7         	09:35:00  	0.26            
7         	09:40:00  	0.26            
7         	09:45:00  	0.26            
7         	09:50:00  	0.26            
7         	09:55:00  	0.26            
7         	10:00:00  	0.26            
7         	10:05:00  	0.26            
7         	10:10:00  	0.26            
7         	10:15:00  	0.26            
7         	10:20:00  	0.26            
7         	10:25:00  	0.26            
7         	10:30:00  	0.26            
7         	10:35:00  	0.26            
7         	10:40:00  	0.26            
7         	10:45:00  	0.26            
7         	10:50:00  	0.26            
7         	10:55:00  	0.26            
7         	11:00:00  	0.26            
7         	11:05:00  	0.25            
7         	11:10:00  	0.25            
7         	11:15:00  	0.25            
7         	11:20:00  	0.25            
7         	11:25:00  	0.25            
7         	11:30:00  	0.25            
7         	11:35:00  	0.25            
7         	11:40:00  	0.25            
7         	11:45:00  	0.25            
7         	11:50:00  	0.25            
7         	11:55:00  	0.25            
7         	12:00:00  	0.25            
7         	12:05:00  	0.25            
7         	12:10:00  	0.25            
7         	12:15:00  	0.25            
7         	12:20:00  	0.25            
7         	12:25:00  	0.25            
7         	12:30:00  	0.25            
7         	12:35:00  	0.25            
7         	12:40:00  	0.25            
7         	12:45:00  	0.25            
7         	12:50:00  	0.25            
7         	12:55:00  	0.25            
7         	13:00:00  	0.25            
7         	13:05:00  	0.24            
7         	13:10:00  	0.24            
7         	13:15:00  	0.24            
7         	13:20:00  	0.24            
7         	13:25:00  	0.24            
7         	13:30:00  	0.24            
7         	13:35:00  	0.24            
7         	13:40:00  	0.24            
7         	13:45:00  	0.24            
7         	13:50:00  	0.24            
7         	13:55:00  	0.24            
7         	14:00:00  	0.24            
7         	14:05:00  	0.24            
7         	14:10:00  	0.24            
7         	14:15:00  	0.24            
7         	14:20:00  	0.24            
7         	14:25:00  	0.24            
7         	14:30:00  	0.24            
7         	14:35:00  	0.24            
7         	14:40:00  	0.24            
7         	14:45:00  	0.24            
7         	14:50:00  	0.24            
7         	14:55:00  	0.24            
7         	15:00:00  	0.24            
7         	15:05:00  	0.24            
7         	15:10:00  	0.23            
7         	15:15:00  	0.23            
7         	15:20:00  	0.23            
7         	15:25:00  	0.23            
7         	15:30:00  	0.23            
7         	15:35:00  	0.23            
7         	15:40:00  	0.23            
7         	15:45:00  	0.23            
7         	15:50:00  	0.23            
7         	15:55:00  	0.23            
7         	16:00:00  	0.23            
7         	16:05:00  	0.23            
7         	16:10:00  	0.23            
7         	16:15:00  	0.23            
7         	16:20:00  	0.23            
7         	16:25:00  	0.23            
7         	16:30:00  	0.23            
7         	16:35:00  	0.23            
7         	16:40:00  	0.23            
7         	16:45:00  	0.23            
7         	16:50:00  	0.23            
7         	16:55:00  	0.23            
7         	17:00:00  	0.23            
7         	17:05:00  	0.23            
7         	17:10:00  	0.23            
7         	17:15:00  	0.23            
7         	17:20:00  	0.23            
7         	17:25:00  	0.22            
7         	17:30:00  	0.22            
7         	17:35:00  	0.22            
7         	17:40:00  	0.22            
7         	17:45:00  	0.22            
7         	17:50:00  	0.22            
7         	17:55:00  	0.22            
7         	18:00:00  	0.22            
7         	18:05:00  	0.22            
7         	18:10:00  	0.22            
7         	18:15:00  	0.22            
7         	18:20:00  	0.22            
7         	18:25:00  	0.22            
7         	18:30:00  	0.22            
7         	18:35:00  	0.22            
7         	18:40:00  	0.22            
7         	18:45:00  	0.22            
7         	18:50:00  	0.22            
7         	18:55:00  	0.22            
7         	19:00:00  	0.22            
7         	19:05:00  	0.22            
7         	19:10:00  	0.22            
7         	19:15:00  	0.22            
7         	19:20:00  	0.22            
7         	19:25:00  	0.22            
7         	19:30:00  	0.22            
7         	19:35:00  	0.22            
7         	19:40:00  	0.22            
7         	19:45:00  	0.22            
7         	19:50:00  	0.21            
7         	19:55:00  	0.21            
7         	20:00:00  	0.21            
7         	20:05:00  	0.21            
7         	20:10:00  	0.21            
7         	20:15:00  	0.21            
7         	20:20:00  	0.21            
7         	20:25:00  	0.21            
7         	20:30:00  	0.21            
7         	20:35:00  	0.21            
7         	20:40:00  	0.21            
7         	20:45:00  	0.21            
7         	20:50:00  	0.21            
7         	20:55:00  	0.21            
7         	21:00:00  	0.21            
7         	21:05:00  	0.21            
7         	21:10:00  	0.21            
7         	21:15:00  	0.21            
7         	21:20:00  	0.21            
7         	21:25:00  	0.21            
7         	21:30:00  	0.21            
7         	21:35:00  	0.21            
7         	21:40:00  	0.21            
7         	21:45:00  	0.21            
7         	21:50:00  	0.21            
7         	21:55:00  	0.21            
7         	22:00:00  	0.21            
7         	22:05:00  	0.21            
7         	22:10:00  	0.21            
7         	22:15:00  	0.21            
7         	22:20:00  	0.21            
7         	22:25:00  	0.21            
7         	22:30:00  	0.20            
7         	22:35:00  	0.20            
7         	22:40:00  	0.20            
7         	22:45:00  	0.20            
7         	22:50:00  	0.20            
7         	22:55:00  	0.20            
7         	23:00:00  	0.20            
7         	23:05:00  	0.20            
7         	23:10:00  	0.20            
7         	23:15:00  	0.20            
7         	23:20:00  	0.20            
7         	23:25:00  	0.20            
7         	23:30:00  	0.20            
7         	23:35:00  	0.20            
7         	23:40:00  	0.20            
7         	23:45:00  	0.20            
7         	23:50:00  	0.20            
7         	23:55:00  	0.20            
8         	00:00:00  	0.20            
